Name,Description,Tags,URL,Funding,LaunchDate,MarketCap,XFollowers,Status,Investors,XHandle,Logo
Swaap Maker V2,Swaap enables you to earn real yield thanks to algorithmic market making.,Dexs,https://www.swaap.finance,,,,,Live,,@SwaapFinance,https://icons.llama.fi/swaap-maker-v2.jpg
Fuel Bridge,Bridge between Fuel Ignition and Ethereum,Bridge,https://app.fuel.network/bridge,,,,,Live,,@fuel_network,https://icons.llama.fi/fuel.jpg
LeveX,LeveX is a centralized crypto exchange offering both spot and leveraged futures trading with integrated social trading features and multi-position management tools for traders.,CEX,https://levex.com/en/assets/proof-of-reserve,,,,,Live,,@LeveX,https://icons.llama.fi/levex.jpg
deBridge,deBridge is a cross-chain interoperability and liquidity transfer protocol that allows the decentralized transfer of arbitrary data and assets between various blockchains,Bridge,https://app.debridge.com/r/32425,,,$70.1M,,Live,,@debridge,https://icons.llama.fi/debridge.jpg
Folks Finance xChain,Crosschain DeFi Hub offering crosschain lending and borrowing.,Lending,https://xapp.folks.finance,,,,,Live,,@FolksFinance,https://icons.llama.fi/folks-finance-xchain.png
Stargate V1,"Stargate is a fully composable liquidity transport protocol that lives at the heart of Omnichain DeFi. With Stargate, users & dApps can transfer native assets cross-chain while accessing the protocol’s unified liquidity pools with instant guaranteed finality.",Cross Chain Bridge,https://stargate.finance/,,,,,Live,,@StargateFinance,https://icons.llama.fi/stargate-v1.png
Fira,"Fixed-rate lending and borrowing, onchain. Lock rates. Sell yield. Exit anytime.",Lending,https://www.fira.money/,,,,,Live,,@Fira_Lend,https://icons.llama.fi/fira.jpg
CEX.IO,"CEX.IO, established in 2013 and registered in the UK, is a trusted global cryptocurrency exchange known for its regulatory compliance, deep liquidity, and security-first approach. The platform offers a comprehensive range of services, including spot and margin trading, instant purchases, staking, and crypto card payments",CEX,http://cex.io/,,,,,Live,,@cex_io,https://icons.llama.fi/cex.io.jpg
Toros,Automated Vaults to maximize your returns.,Derivatives,https://toros.finance,,,,,Live,,@torosfinance,https://icons.llama.fi/toros.png
Revert Lend,Revert Lend is a decentralized lending platform for Uniswap v3 Liquidity Providers. It lets users use their Uniswap v3 positions as collateral to borrow ERC-20 tokens.,Lending,https://revert.finance/#/ref/w6vno3,,,,,Live,,@revertfinance,https://icons.llama.fi/revert-lend.jpg
Arkis,Arkis is a DeFi Prime Broker that acts as a credit protocol by providing on-chain loans to institutional asset managers from the protocol lenders.,Leveraged Farming,https://www.arkis.xyz/,,,,,Live,,@ArkisXYZ,https://icons.llama.fi/arkis.jpg
Dinari,"Dinari dShares revolutionizes access to global stock markets by leveraging blockchain technology, enabling seamless, transparent trading of real-world assets worldwide. Our platform bridges traditional finance and DeFi, democratizing investment in major stocks for a global audience.",RWA,https://dinari.com,,,,,Live,,@DinariGlobal,https://icons.llama.fi/dinari.png
Angstrom,"Angstrom is a hybrid DEX built on Uniswap V4 that uses app-level sequencing to internalize MEV, allowing LPs to earn arbitrage profits instead of external actors",Dexs,https://angstrom.xyz/,,,,,Live,,@angstromxyz,https://icons.llama.fi/angstrom.jpg
LBank,"Founded in 2015, LBank Exchange is a top cryptocurrency trading platform with licenses of NFA, MSB, and Canada MSB. LBank Exchange provides global users with secure, professional, and convenient products and services, including Cryptocurrency Trading, Derivatives, Staking, NFT, and LBK Labs investment",CEX,https://www.lbank.com,,,,,Live,,@LBank_Exchange,https://icons.llama.fi/lbank.jpg
Universal Bridge,"Trade crypto’s most popular assets from your onchain wallet. 80+ 1:1 backed wrapped uAssets. uXRP, uSUI, uSOL ",Bridge,https://www.universal.xyz,,,,,Live,,@universaldotxyz,https://icons.llama.fi/universal-bridge.jpg
ACryptoS,"Advanced, Customized Strategies - ACryptoS's Automated Conc. Liquidity Manager (ACLM) for V3 DEXs consistently delivers strong yet sustainable yields, while Single-Token vaults automate leveraging for lending protocol users, growing more tokens with no IL risks.",Liquidity Manager,https://www.acryptos.com/,,,"$240,017",,Live,,@acryptosdao,https://icons.llama.fi/acryptos.jpg
Anzen V2,USDz is a digital dollar backed by institutional grade real world assets,RWA,https://anzen.finance,,,,,Live,,@AnzenFinance,https://icons.llama.fi/anzen-finance.jpg
Maya Protocol,"MAYAChain is a friendly fork of THORChain. Similarly, it does not rely on pegging or wrapping assets, instead managing funds directly in on-chain vaults and safeguarding them through economic security. This is achieved using the Tendermint consensus engine, Cosmos-SDK state machine, and GG20 Threshold Signature Scheme (TSS).",Cross Chain Bridge,https://www.mayaprotocol.com,,,$11.1M,,Live,,@Maya_Protocol,https://icons.llama.fi/maya-protocol.jpg
Hegic,Hegic is an on-chain peer-to-pool options trading protocol on Arbitrum. You can trade ETH and WBTC ATM / OTM Calls / Puts & One-click Option Strategies on Hegic,Options,https://www.hegic.co/?ref=0x798ff1e6d7afd28c333ee6ebe03125d30ec6ef10,,,$18.2M,,Live,,@HegicOptions,https://icons.llama.fi/hegic.jpg
Abracadabra Spell,Abracadabra.money is a spell book that allows users to produce magic internet money ($MIM) which is a stable coin that you can swap for any other traditional stable coin.,CDP,https://abracadabra.money/,,,,,Live,,@MIM_Spell,https://icons.llama.fi/abracadabra-spell.jpg
Symbiosis,"Symbiosis aggregates decentralized exchange liquidity across any EVM and non-EVM networks. Swap any token and transfer liquidity. Yes, any.",Cross Chain Bridge,https://symbiosis.finance,,,$2.6M,,Live,,@symbiosis_fi,https://icons.llama.fi/symbiosis.png
Badger DAO,BadgerDAO is a decentralized collective of builders supporting community driven growth for Bitcoin across DeFi.,Yield Aggregator,https://badger.com/,,,$8.0M,,Live,,@BadgerDAO,https://icons.llama.fi/badger-dao.jpg
Altitude.Fi,Altitude is a DeFi lending protocol that makes sure users get the best interest rates and uses collateral efficiently to pay down your loan. It focus on keeping borrowing costs low and earning from collateral,Lending,https://www.altitude.fi/,,,,,Live,,@AltitudeFi_,https://icons.llama.fi/altitude.fi.jpg
Reya Bridge,"The only trading-optimised modular L2. Giving you instant liquidity, lightning fast transactions, superior APYs and the smartest margining.",Canonical Bridge,https://app.reya.xyz/trade?referredBy=z9hwcwwd,,,,,Live,,@reya_xyz,https://icons.llama.fi/reya-bridge.jpg
ZyFAI,ZyFAI is a DeFi Agent built to optimize DeFi yields with real-time data and automated on-chain actions,Yield,https://zyf.ai,,,$1.9M,,Live,,@ZyfAI_,https://icons.llama.fi/zyfai.jpg
Hotcoin,The world's leading blockchain Digital asset trading platform,CEX,https://www.hotcoin.com/,,,,,Live,,@HotcoinGlobal,https://icons.llama.fi/hotcoin.jpg
VNX,"VNX Commodities AG complies with the regulations and leading standards of investor protections. Rest assured, your investments are always safe with us. We believe that you should be able to make transactions with precious metals from anywhere in the world, with complete confidence and protection",RWA,https://vnx.li,,,,,Live,,@VNX_Platform,https://icons.llama.fi/vnx.jpg
ShardingDAO,"Protocol for staking WBTC and ETH with rewards, featuring NFT fragmentation and a shard marketplace.",Staking Pool,https://shardingdao.com/,,,,,Live,,@ShardingDAO,https://icons.llama.fi/shardingdao.jpg
BackedFi,"Fully backed, tokenized real-world assets.",RWA,https://backed.fi,,,,,Live,,@BackedFi,https://icons.llama.fi/backedfi.jpg
Wildcat Protocol,Wildcat is a protocol that allows borrowers to deploy undercollateralised credit lines.,Uncollateralized Lending,https://wildcat.finance,,,,,Live,,@WildcatFi,https://icons.llama.fi/wildcat-protocol.jpg
BiFi,"BiFi (abbreviation of Bifrost Finance) is the decentralized finance platform built on Bifrost, the universal multichain middleware.",Lending,https://bifi.finance/,,,"$309,727",,Live,,@BiFi_lending,https://icons.llama.fi/bifi.jpg
Inverse Finance Frontier,"DeFi Summer was just the beginning. Meet Inverse, part of the new wave of decentralized banking & finance. From a capital-efficient money market, to tokenized synthetic assets, legacy finance is about to be invaded.",CDP,https://inverse.finance/,,,,,Live,,@InverseFinance,https://icons.llama.fi/inverse-finance-frontier.jpg
TAU Labs,TAU Labs curates strategies and manages risk across DeFi protocols and assets. Our proprietary automations and quantitative approach optimize yield across a wide variety of structured products.,Risk Curators,https://www.628labs.xyz/,,,,,Live,,@628Labs,https://icons.llama.fi/tau-labs.jpg
WOO X,"Aggregated liquidity for a superior CEX life. Built for traders who seek the ultimate in liquidity, price execution, and transparency.",CEX,https://x.woo.org/en/trade,,,,,Live,,@_WOO_X,https://icons.llama.fi/woo-x.jpg
CLever,"CLever is a leverage system for CVX holders that allows them to multiply their bribe and reward income by up to ~2x, while automating harvesting and swapping into CVX.",Yield,https://clever.aladdin.club/,,,"$375,453",,Live,,@0xC_Lever,https://icons.llama.fi/clever.png
MIM Swap,"Abracadabra's in house stableswap AMM! Enjoy the best LP yield, while optimising Abracadabra's efficiency.",Dexs,https://app.abracadabra.money/#/mim-swap,,,,,Live,,@MIMSwap,https://icons.llama.fi/mim-swap.png
Dinero (pxETH),"Dinero is a suite of products that scale yield for protocols and users. Dinero consists of a high yield staking solution (pxETH), a collateral-backed stablecoin (pxUSD), and a transaction relayer.",Liquid Staking,https://dinero.xyz,,,,,Live,,@dinero_xyz,https://icons.llama.fi/dinero-(pxeth).jpg
Sophon Farm,Deposit tokens to start farming Sophon Points (SP) which can later be redeemed for $SOPH,Chain,https://farm.sophon.xyz/,,,,,Live,,@sophon,https://icons.llama.fi/sophon-farm.png
Axelar Cross Chain,"Axelar delivers secure cross-chain communication for Web3. Our infrastructure enables dApp users to interact with any asset or application, on any chain, with one click.",Bridge,https://axelar.network,,,,,Live,,@axelar,https://icons.llama.fi/axelar-cross-chain.jpg
Dexalot Portfolio,"Dexalot is an omni-chain order book DEX with zero slippage, near zero gas fees, and is on its own app-specific chain, allowing users to deposit from and withdraw to multiple chains. Dexalot is also fully on-chain and non-custodial.",Bridge,https://app.dexalot.com/,,,,,Live,,@dexalot,https://icons.llama.fi/dexalot-portfolio.png
Mode Bridge,Bridge between Ethereum and Mode Network.,Canonical Bridge,https://app.mode.network,,,"$909,218",,Live,,@modenetwork,https://icons.llama.fi/mode-bridge.jpg
InceptionLRT (Isolated Restaking),"Restake ETH LSTs on Inception, built on Eigenlayer to earn 2 layers of rewards",Liquid Restaking,https://www.inceptionlrt.com/,,,,,Live,,@InceptionLRT,https://icons.llama.fi/inceptionlrt-(isolated-restaking).png
HyperWave,"Hyperwave is building the House of Payments—an onchain forex layer that reroutes global payments onto Hyperliquid. hwHLP is a tokenized form of the HLP vault, and hwHYPE is a vault that delivers the best risk-adjusted return for your HYPE.",Yield,https://app.hyperwavefi.xyz/hyperfren/DEFILLAMA,,,,,Live,,@hyperwavefi,https://icons.llama.fi/hyperwave.jpg
Superfluid,"Programmable Cashflows. Handle subscriptions, salaries, rewards and any composable stream of value, with continuous settlement and per-second netting for extreme capital efficiency.",Payments,https://superfluid.org/,,,$4.0M,,Live,,@Superfluid_HQ,https://icons.llama.fi/superfluid.png
Asseto CASH+,"CASH+ is a 1:1 asset-backed token collateralized by the CMS USD Money Market Fund, which invests in high-quality short-term USD instruments. It offers both individual and institutional investors instant stablecoin liquidity combined with low-risk yields that track money-market rates.",RWA,https://asseto.finance/#invest,,,,,Live,,@AssetoFinance,https://icons.llama.fi/cash+.jpg
The Idols,The first staked ETH NFT. A 100% community aligned project which rewards NFT holders and protocol token stakers.,Reserve Currency,https://www.theidols.io,,,,,Live,,@TheIdolsNFT,https://icons.llama.fi/the-idols.png
Unitus,A Next-Generation Multi-Chain Money Market,Lending,https://unitus.finance/,,,,,Live,,@unitusfi,https://icons.llama.fi/unitus.png
Zora Bridge,Ethereum L2: post for fun. earn for real,Canonical Bridge,https://zora.co/,,,,,Live,,@zora,https://icons.llama.fi/zora.jpg
ProBit Global,ProBit Global is a centralized cryptocurrency exchange established in 2017 and based in Lithuania.,CEX,https://www.probit.com,,,"$598,928",,Live,,@probit_exchange,https://icons.llama.fi/probit.png
ShibaSwap V1,"SHIB, LEASH, and BONE, come together to create ShibaSwap, the next evolution in DeFi platforms. ShibaSwap gives users the ability to DIG (provide liquidity), BURY (stake), and SWAP tokens to gain WOOF Returns through our sophisticated and innovative passive income reward system.",Dexs,https://shibaswap.com,,,,,Live,,@ShibaSwapDEX,https://icons.llama.fi/shibaswap-v1.jpg
